task_name,task_family,id,definition,inputs,targets
task761_app_review_classification,Sentiment Analysis,task761-3f5ecbac8453494c87a2cfc4119cb5c4,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Amazing Love the added demos now. Using mine with hackrf. Also tested with RTL. Both work perfectly! Thanks for a great implementation.,Positive
task761_app_review_classification,Sentiment Analysis,task761-2842f645668f4f9d919fb37bd845bf92,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Useless. Any charger connected gives 1mA.,Negative
task761_app_review_classification,Sentiment Analysis,task761-09af11cd533440da8fda3357a38e3072,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Doesn't work I installed in my Xperia L and it doesn't work at all,Negative
task761_app_review_classification,Sentiment Analysis,task761-afe37a0897914c6399837f0d16a9469e,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Doesn't work on S5 This worked great on my S4  switched to S5 and it won't show the mA anymore. Please work on a fix,Negative
task761_app_review_classification,Sentiment Analysis,task761-7af1625a3ed64458b275723b3cddaf4c,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Horrible App Please do not download this app. I have downloaded it and my phone refuses to work. I cant slide and cannot cannot uninstall either. Request someone to tell me how to uninstall this app as it refuses to allow me to go to the settings to uninstall. PLZ HELP.,Negative
task761_app_review_classification,Sentiment Analysis,task761-a85c3c19aec34b99ae7ed84fdcb5b003,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Wonderful IRC client that connects to my server.,Positive
task761_app_review_classification,Sentiment Analysis,task761-5d9af9e1e60243ada9c6674be5be8eaa,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Cannot put widget on home screen! Galaxy Tab 2,Negative
task761_app_review_classification,Sentiment Analysis,task761-679e4120c6464de1a3e83933e0ce39a8,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Did not work Read 0 mA even when I plugged my phone in... I'm using in on a Galaxy S6,Negative
task761_app_review_classification,Sentiment Analysis,task761-30db247d0aa649ac980f2ef95e0c7496,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Doesnt work on samsung,Negative
task761_app_review_classification,Sentiment Analysis,task761-04bbdb79b94e46cbb5d1cea9b4d51818,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Not user friendly,Negative
task761_app_review_classification,Sentiment Analysis,task761-be75abcead514c1795eaaf7bb01bef65,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Note 4 Does not function  show incorrect voltage and says charging at 1mA when connected to a 2000mA charger,Negative
task761_app_review_classification,Sentiment Analysis,task761-f0886b27e2be4b25bdefe7698f2e2a9c,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Great logging app Very helpful finding issues within apps or the OS or even extra mods! Props,Positive
task761_app_review_classification,Sentiment Analysis,task761-c53548b8bd9249c488935b619b868f7e,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Awesome app Just what I've been looking for.,Positive
task761_app_review_classification,Sentiment Analysis,task761-ac5960ce911f45248ec59005aa238e3b,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Worthless just shows setting and nothing else on Samsung S5,Negative
task761_app_review_classification,Sentiment Analysis,task761-e25c57ac3501458c91e6f2a57ff64a79,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Not staying on home screen Trying to add the widget on my home screen. I own a sony xperia z ultra. I try placing the widget on my home screen  the options show up but when i press the home screen button the widget does not show up. Is my phone not compatible?,Negative
task761_app_review_classification,Sentiment Analysis,task761-6177e6d7b8fd43629c14bda82d90c268,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Don't worked,Negative
task761_app_review_classification,Sentiment Analysis,task761-c77a98beea0c4cb481a2c47582cf67e1,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Nexus 10 works well Great app  works well on my Nexus 10.,Positive
task761_app_review_classification,Sentiment Analysis,task761-91843f3617b54ab7a68d9f932be093ed,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",The most fun you can have with a dongle ;-) Works perfectly with my Oneplus One and a generic RTL-SDR dongle. Well worth paying a few pence for to support the author.,Positive
task761_app_review_classification,Sentiment Analysis,task761-69f54e7612cd4bf2ae75a61ffb0dc1b4,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Best of logcat Not Working on MM. Please fix this. Thanks..,Positive
task761_app_review_classification,Sentiment Analysis,task761-b448873b149247b28e470a76b8c4f803,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Shown only settings... It's fake... Cheating,Negative
task761_app_review_classification,Sentiment Analysis,task761-1556e647347842b981ce309222bcf38e,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Very nice app,Positive
task761_app_review_classification,Sentiment Analysis,task761-a59fd6ff315c4dffb6552ca221de87b1,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Not working with lollipop in nexus 5. Use to work before lollipop please fix and get 5 stars,Negative
task761_app_review_classification,Sentiment Analysis,task761-0210ce3bf9da42b78654507b9646aa0a,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Doesn't work Does not work on my oneplus one,Negative
task761_app_review_classification,Sentiment Analysis,task761-823a883bc5d14357a4221a96a6fb763b,"In this task, you are given an app review. Your task is to identify whether its sentiment is ""Positive"" or ""Negative"".",Great app! Works really well with Galaxy note 5,Positive
